# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.maxThreadCount,1734852258958000000,1734852321154000000,71
JVM.threadCount,1734852258958000000,1734852321154000000,65
JVM.GC.collections,1734852258958000000,1734852321154000000,44
JVM.totalSafepointCount,1734852258958000000,1734852321154000000,132
JVM.totalBytesAllocated,1734852258958000000,1734852321154000000,2301142632
JVM.usedNativeBytes,1734852258958000000,1734852321154000000,260736296
JVM.totalCpuTimeMs,1734852258958000000,1734852321154000000,72980
OS.loadAverage,1734852258958000000,1734852321154000000,2.4931640625
JVM.usedHeapBytes,1734852258958000000,1734852321154000000,342108256
JVM.newThreadsCount,1734852258958000000,1734852321154000000,89
JVM.totalTimeToSafepointsMs,1734852258958000000,1734852321154000000,38
JVM.maxHeapBytes,1734852258958000000,1734852321154000000,2147483648
JVM.GC.collectionTimesMs,1734852258958000000,1734852321154000000,477
JVM.totalTimeAtSafepointsMs,1734852258958000000,1734852321154000000,492
JVM.totalDirectByteBuffersBytes,1734852258958000000,1734852321154000000,109673582
writeAction.max.wait.ms,1734852258958000000,1734852321154000000,116
lexer.Python.size.bytes,1734852258958000000,1734852321154000000,3229
writeAction.median.wait.ms,1734852258958000000,1734852321154000000,100
writeAction.count,1734852258958000000,1734852321154000000,10
parser.Python.time.ns,1734852258958000000,1734852321154000000,145434529
parser.Python.size.bytes,1734852258958000000,1734852321154000000,3229
lexer.Python.time.ns,1734852258958000000,1734852321154000000,34214351
writeAction.wait.ms,1734852258958000000,1734852321154000000,140
workspaceModel.cachedValueWithParameters.calculated.count,1734852258958000000,1734852321154000000,0
workspaceModel.updates.count,1734852258958000000,1734852321154000000,3
workspaceModel.check.recursive.update.ms,1734852258958000000,1734852321154000000,2
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1734852258958000000,1734852321154000000,0
workspaceModel.initializing.ms,1734852258958000000,1734852321154000000,3
workspaceModel.updates.ms,1734852258958000000,1734852321154000000,71
workspaceModel.entityStorageSnapshotImpl.instances.count,1734852258958000000,1734852321154000000,19
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1734852258958000000,1734852321154000000,0
workspaceModel.on.changed.ms,1734852258958000000,1734852321154000000,13
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1734852258958000000,1734852321154000000,596
workspaceModel.workspaceFileIndexData.init.ms,1734852258958000000,1734852321154000000,184
workspaceModel.cachedValue.from.cache.count,1734852258958000000,1734852321154000000,844
workspaceModel.cachedValueWithParameters.from.cache.count,1734852258958000000,1734852321154000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1734852258958000000,1734852321154000000,0
workspaceModel.cachedValue.calculated.count,1734852258958000000,1734852321154000000,8
workspaceModel.collect.changes.ms,1734852258958000000,1734852321154000000,0
workspaceModel.cachedValue.clear.count,1734852258958000000,1734852321154000000,0
workspaceModel.to.snapshot.ms,1734852258958000000,1734852321154000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1734852258958000000,1734852321154000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1734852258958000000,1734852321154000000,0
workspaceModel.pre.handlers.ms,1734852258958000000,1734852321154000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1734852258958000000,1734852321154000000,1
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1734852258958000000,1734852321154000000,304
workspaceModel.workspaceFileIndexData.markDirty.ms,1734852258958000000,1734852321154000000,0
workspaceModel.on.before.changed.ms,1734852258958000000,1734852321154000000,29
workspaceModel.loading.total.ms,1734852258958000000,1734852321154000000,397
workspaceModel.replace.project.model.ms,1734852258958000000,1734852321154000000,0
workspaceModel.init.bridges.ms,1734852258958000000,1734852321154000000,3
workspaceModel.update.unloaded.entities.ms,1734852258958000000,1734852321154000000,0
workspaceModel.loading.from.cache.ms,1734852258958000000,1734852321154000000,376
workspaceModel.updates.precise.ms,1734852258958000000,1734852321154000000,23
workspaceModel.workspaceFileIndexData.processFileSets.ms,1734852258958000000,1734852321154000000,0
workspaceModel.full.replace.project.model.ms,1734852258958000000,1734852321154000000,7
workspaceModel.cachedValue.total.get.count,1734852258958000000,1734852321154000000,852
workspaceModel.cachedValueWithParameters.clear.count,1734852258958000000,1734852321154000000,0
workspaceModel.workspaceFileIndexData.instances.count,1734852258958000000,1734852321154000000,1
workspaceModel.moduleBridge.update.option.ms,1734852258958000000,1734852321154000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1734852258958000000,1734852321154000000,1014
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1734852258958000000,1734852321154000000,0
jps.reload.project.entities.ms,1734852258958000000,1734852321154000000,0
workspaceModel.orphan.listener.update.ms,1734852258958000000,1734852321154000000,3
workspaceModel.global.apply.state.to.project.ms,1734852258958000000,1734852321154000000,99
jps.library.entities.serializer.save.entities.ms,1734852258958000000,1734852321154000000,0
workspaceModel.sync.entities.ms,1734852258958000000,1734852321154000000,0
workspaceModel.mutableEntityStorage.entities.ms,1734852258958000000,1734852321154000000,1
jps.project.serializers.load.ms,1734852258958000000,1734852321154000000,105
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1734852258958000000,1734852321154000000,4
workspaceModel.global.updates.ms,1734852258958000000,1734852321154000000,19
jps.save.changed.project.entities.ms,1734852258958000000,1734852321154000000,2
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1734852258958000000,1734852321154000000,1
jps.storage.jps.conf.reader.load.component.ms,1734852258958000000,1734852321154000000,16
jps.module.iml.entities.serializer.load.entities.ms,1734852258958000000,1734852321154000000,50
workspaceModel.mutableEntityStorage.add.entity.ms,1734852258958000000,1734852321154000000,117
workspaceModel.load.cache.from.file.ms,1734852258958000000,1734852321154000000,399
workspaceModel.moduleManagerBridge.build.module.graph.ms,1734852258958000000,1734852321154000000,4
workspaceModel.mutableEntityStorage.modify.entity.ms,1734852258958000000,1734852321154000000,7
workspaceModel.global.updates.count,1734852258958000000,1734852321154000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1734852258958000000,1734852321154000000,1
jps.app.storage.content.writer.save.component.ms,1734852258958000000,1734852321154000000,35
jps.facet.change.listener.process.change.events.ms,1734852258958000000,1734852321154000000,1
workspaceModel.mutableEntityStorage.instances.count,1734852258958000000,1734852321154000000,27
workspaceModel.delayed.project.synchronizer.sync.ms,1734852258958000000,1734852321154000000,210
jps.global.initialize.library.bridges.ms,1734852258958000000,1734852321154000000,2
jps.project.serializers.save.ms,1734852258958000000,1734852321154000000,2
workspaceModel.moduleBridge.before.changed.ms,1734852258958000000,1734852321154000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1734852258958000000,1734852321154000000,4
workspaceModel.do.save.caches.ms,1734852258958000000,1734852321154000000,117
jps.library.entities.serializer.load.entities.ms,1734852258958000000,1734852321154000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1734852258958000000,1734852321154000000,25
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1734852258958000000,1734852321154000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1734852258958000000,1734852321154000000,1
workspaceModel.mutableEntityStorage.collect.changes.ms,1734852258958000000,1734852321154000000,1
jps.save.global.entities.ms,1734852258958000000,1734852321154000000,99
jps.load.project.to.empty.storage.ms,1734852258958000000,1734852321154000000,169
jps.global.get.libraries.ms,1734852258958000000,1734852321154000000,0
