# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
writeAction.max.wait.ms,1735291322960000000,1735291383114000000,2
writeAction.median.wait.ms,1735291322960000000,1735291383114000000,0
writeAction.wait.ms,1735291322960000000,1735291383114000000,4
writeAction.count,1735291322960000000,1735291383114000000,9
FilePageCache.totalPageDisposalsUs,1735291322960000000,1735291383114000000,1372
FilePageCacheLockFree.heapBytesInUse,1735291322960000000,1735291383114000000,0
StreamlinedBlobStorage.recordsRelocated,1735291322960000000,1735291383114000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1735291322960000000,1735291383114000000,0
DirectByteBufferAllocator.misses,1735291322960000000,1735291383114000000,110
MappedFileStorage.totalBytesMapped,1735291322960000000,1735291383114000000,198443008
FilePageCacheLockFree.totalPagesHandedOver,1735291322960000000,1735291383114000000,0
FilePageCacheLockFree.totalPagesAllocated,1735291322960000000,1735291383114000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1735291322960000000,1735291383114000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1735291322960000000,1735291383114000000,26920
MappedFileStorage.storages,1735291322960000000,1735291383114000000,15
FilePageCacheLockFree.housekeeperTurnsDone,1735291322960000000,1735291383114000000,0
FilePageCache.maxCacheSizeInBytes,1735291322960000000,1735291383114000000,109101056
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1735291322960000000,1735291383114000000,1179461
FilePageCacheLockFree.totalClosedStoragesReclaimed,1735291322960000000,1735291383114000000,0
DirectByteBufferAllocator.reclaimed,1735291322960000000,1735291383114000000,3
FilePageCache.pageHits,1735291322960000000,1735291383114000000,1
FilePageCacheLockFree.nativeBytesInUse,1735291322960000000,1735291383114000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1735291322960000000,1735291383114000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1735291322960000000,1735291383114000000,0
FilePageCache.maxRegisteredFiles,1735291322960000000,1735291383114000000,249
StorageLockContext.competingThreads.avg,1735291322960000000,1735291383114000000,0.0
FilePageCacheLockFree.totalBytesRead,1735291322960000000,1735291383114000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1735291322960000000,1735291383114000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1735291322960000000,1735291383114000000,0
FilePageCacheLockFree.totalPagesReadMs,1735291322960000000,1735291383114000000,0
StreamlinedBlobStorage.recordsDeleted,1735291322960000000,1735291383114000000,2
FilePageCache.capacityInBytes,1735291322960000000,1735291383114000000,503316478
FilePageCacheLockFree.totalBytesWritten,1735291322960000000,1735291383114000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1735291322960000000,1735291383114000000,417753
FilePageCache.disposedBuffers,1735291322960000000,1735291383114000000,3
FilePageCacheLockFree.totalPagesReclaimed,1735291322960000000,1735291383114000000,0
FilePageCacheLockFree.totalPagesWritten,1735291322960000000,1735291383114000000,0
FilePageCache.pageLoads,1735291322960000000,1735291383114000000,113
FilePageCacheLockFree.totalPagesWriteMs,1735291322960000000,1735291383114000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1735291322960000000,1735291383114000000,0
DirectByteBufferAllocator.hits,1735291322960000000,1735291383114000000,3
FilePageCache.totalPageLoadsUs,1735291322960000000,1735291383114000000,298484
StorageLockContext.competingThreads.90P,1735291322960000000,1735291383114000000,0
StreamlinedBlobStorage.recordsAllocated,1735291322960000000,1735291383114000000,16777
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1735291322960000000,1735291383114000000,109101056
FilePageCacheLockFree.totalHeapBytesReclaimed,1735291322960000000,1735291383114000000,0
FilePageCache.pageFastCacheHits,1735291322960000000,1735291383114000000,4408
MappedFileStorage.totalPagesMapped,1735291322960000000,1735291383114000000,15
FilePageCacheLockFree.totalBytesRequested,1735291322960000000,1735291383114000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1735291322960000000,1735291383114000000,0
FilePageCache.uncachedFileAccess,1735291322960000000,1735291383114000000,71
FilePageCacheLockFree.totalNativeBytesReclaimed,1735291322960000000,1735291383114000000,0
FilePageCacheLockFree.totalPagesRequested,1735291322960000000,1735291383114000000,0
StorageLockContext.competingThreads.max,1735291322960000000,1735291383114000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1735291322960000000,1735291383114000000,0
DirectByteBufferAllocator.disposed,1735291322960000000,1735291383114000000,0
JVM.GC.collections,1735291322960000000,1735291383114000000,40
JVM.totalTimeAtSafepointsMs,1735291322960000000,1735291383114000000,404
JVM.totalBytesAllocated,1735291322960000000,1735291383114000000,2498509160
JVM.threadCount,1735291322960000000,1735291383114000000,117
JVM.maxHeapBytes,1735291322960000000,1735291383114000000,2147483648
OS.loadAverage,1735291322960000000,1735291383114000000,0.9560546875
JVM.GC.collectionTimesMs,1735291322960000000,1735291383114000000,388
JVM.totalTimeToSafepointsMs,1735291322960000000,1735291383114000000,55
JVM.maxThreadCount,1735291322960000000,1735291383114000000,123
JVM.newThreadsCount,1735291322960000000,1735291383114000000,142
JVM.usedHeapBytes,1735291322960000000,1735291383114000000,600309760
JVM.totalDirectByteBuffersBytes,1735291322960000000,1735291383114000000,122087018
JVM.totalCpuTimeMs,1735291322960000000,1735291383114000000,56990
JVM.usedNativeBytes,1735291322960000000,1735291383114000000,272722208
JVM.totalSafepointCount,1735291322960000000,1735291383114000000,129
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1735291322960000000,1735291383114000000,596
workspaceModel.workspaceFileIndexData.instances.count,1735291322960000000,1735291383114000000,1
workspaceModel.workspaceFileIndexData.markDirty.ms,1735291322960000000,1735291383114000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1735291322960000000,1735291383114000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1735291322960000000,1735291383114000000,19
workspaceModel.cachedValueWithParameters.from.cache.count,1735291322960000000,1735291383114000000,0
workspaceModel.full.replace.project.model.ms,1735291322960000000,1735291383114000000,4
workspaceModel.cachedValueWithParameters.calculated.count,1735291322960000000,1735291383114000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1735291322960000000,1735291383114000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1735291322960000000,1735291383114000000,0
workspaceModel.workspaceFileIndexData.init.ms,1735291322960000000,1735291383114000000,73
workspaceModel.updates.ms,1735291322960000000,1735291383114000000,68
workspaceModel.updates.count,1735291322960000000,1735291383114000000,3
workspaceModel.to.snapshot.ms,1735291322960000000,1735291383114000000,0
workspaceModel.on.changed.ms,1735291322960000000,1735291383114000000,15
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1735291322960000000,1735291383114000000,108
workspaceModel.update.unloaded.entities.ms,1735291322960000000,1735291383114000000,0
workspaceModel.collect.changes.ms,1735291322960000000,1735291383114000000,0
workspaceModel.loading.from.cache.ms,1735291322960000000,1735291383114000000,308
workspaceModel.cachedValue.from.cache.count,1735291322960000000,1735291383114000000,687
workspaceModel.cachedValue.clear.count,1735291322960000000,1735291383114000000,0
workspaceModel.on.before.changed.ms,1735291322960000000,1735291383114000000,28
workspaceModel.init.bridges.ms,1735291322960000000,1735291383114000000,2
workspaceModel.cachedValueWithParameters.clear.count,1735291322960000000,1735291383114000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1735291322960000000,1735291383114000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1735291322960000000,1735291383114000000,0
workspaceModel.cachedValue.total.get.count,1735291322960000000,1735291383114000000,695
workspaceModel.workspaceFileIndexData.processFileSets.ms,1735291322960000000,1735291383114000000,0
workspaceModel.updates.precise.ms,1735291322960000000,1735291383114000000,19
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1735291322960000000,1735291383114000000,0
workspaceModel.check.recursive.update.ms,1735291322960000000,1735291383114000000,0
workspaceModel.loading.total.ms,1735291322960000000,1735291383114000000,328
workspaceModel.replace.project.model.ms,1735291322960000000,1735291383114000000,0
workspaceModel.pre.handlers.ms,1735291322960000000,1735291383114000000,1
workspaceModel.cachedValue.calculated.count,1735291322960000000,1735291383114000000,8
workspaceModel.initializing.ms,1735291322960000000,1735291383114000000,2
IndexesFlusher.totalFlushesRetried,1735291322960000000,1735291383114000000,0
IndexesFlusher.totalFlushingTimeUs,1735291322960000000,1735291383114000000,167318
IndexesFlusher.totalFlushes,1735291322960000000,1735291383114000000,59
IndexesFlusher.totalContentionQuotaSpent,1735291322960000000,1735291383114000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1735291322960000000,1735291383114000000,10
jps.load.project.to.empty.storage.ms,1735291322960000000,1735291383114000000,82
jps.global.initialize.library.bridges.after.loading.ms,1735291322960000000,1735291383114000000,1
jps.storage.jps.conf.reader.load.component.ms,1735291322960000000,1735291383114000000,9
workspaceModel.mutableEntityStorage.entities.by.source.ms,1735291322960000000,1735291383114000000,0
jps.save.global.entities.ms,1735291322960000000,1735291383114000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1735291322960000000,1735291383114000000,1
jps.library.entities.serializer.load.entities.ms,1735291322960000000,1735291383114000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1735291322960000000,1735291383114000000,17
jps.apply.loaded.storage.ms,1735291322960000000,1735291383114000000,22
workspaceModel.moduleBridge.facet.initialization.ms,1735291322960000000,1735291383114000000,0
workspaceModel.moduleBridge.update.option.ms,1735291322960000000,1735291383114000000,0
workspaceModel.load.cache.metadata.from.file.ms,1735291322960000000,1735291383114000000,42
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1735291322960000000,1735291383114000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1735291322960000000,1735291383114000000,0
workspaceModel.global.updates.ms,1735291322960000000,1735291383114000000,12
jps.project.serializers.load.ms,1735291322960000000,1735291383114000000,57
workspaceModel.mutableEntityStorage.modify.entity.ms,1735291322960000000,1735291383114000000,3
jps.facet.change.listener.init.bridge.ms,1735291322960000000,1735291383114000000,0
jps.module.iml.entities.serializer.load.entities.ms,1735291322960000000,1735291383114000000,30
workspaceModel.mutableEntityStorage.entities.ms,1735291322960000000,1735291383114000000,2
workspaceModel.moduleBridge.before.changed.ms,1735291322960000000,1735291383114000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1735291322960000000,1735291383114000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1735291322960000000,1735291383114000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1735291322960000000,1735291383114000000,0
jps.save.changed.project.entities.ms,1735291322960000000,1735291383114000000,0
workspaceModel.global.apply.state.to.project.ms,1735291322960000000,1735291383114000000,95
jps.global.initialize.library.bridges.ms,1735291322960000000,1735291383114000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1735291322960000000,1735291383114000000,0
jps.global.get.libraries.ms,1735291322960000000,1735291383114000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1735291322960000000,1735291383114000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1735291322960000000,1735291383114000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1735291322960000000,1735291383114000000,0
jps.global.handle.before.change.events.ms,1735291322960000000,1735291383114000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1735291322960000000,1735291383114000000,2
workspaceModel.mutableEntityStorage.collect.changes.ms,1735291322960000000,1735291383114000000,1
workspaceModel.save.cache.to.file.ms,1735291322960000000,1735291383114000000,85
workspaceModel.orphan.listener.update.ms,1735291322960000000,1735291383114000000,5
workspaceModel.mutableEntityStorage.to.snapshot.ms,1735291322960000000,1735291383114000000,4
jps.global.get.library.ms,1735291322960000000,1735291383114000000,0
workspaceModel.global.updates.count,1735291322960000000,1735291383114000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1735291322960000000,1735291383114000000,27
workspaceModel.sync.entities.ms,1735291322960000000,1735291383114000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1735291322960000000,1735291383114000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1735291322960000000,1735291383114000000,0
jps.global.handle.changed.events.ms,1735291322960000000,1735291383114000000,0
jps.load.initial.state.ms,1735291322960000000,1735291383114000000,146
jps.facet.change.listener.process.change.events.ms,1735291322960000000,1735291383114000000,2
jps.module.iml.entities.serializer.save.entities.ms,1735291322960000000,1735291383114000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1735291322960000000,1735291383114000000,0
jps.facet.change.listener.before.change.events.ms,1735291322960000000,1735291383114000000,0
jps.artifact.entities.serializer.load.entities.ms,1735291322960000000,1735291383114000000,0
jps.project.serializers.save.ms,1735291322960000000,1735291383114000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1735291322960000000,1735291383114000000,71
workspaceModel.mutableEntityStorage.resolve.ms,1735291322960000000,1735291383114000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1735291322960000000,1735291383114000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1735291322960000000,1735291383114000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1735291322960000000,1735291383114000000,39
workspaceModel.delayed.project.synchronizer.sync.ms,1735291322960000000,1735291383114000000,111
jps.library.entities.serializer.save.entities.ms,1735291322960000000,1735291383114000000,0
workspaceModel.do.save.caches.ms,1735291322960000000,1735291383114000000,87
workspaceModel.mutableEntityStorage.instances.count,1735291322960000000,1735291383114000000,27
jps.global.get.library.by.name.ms,1735291322960000000,1735291383114000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1735291322960000000,1735291383114000000,16
workspaceModel.load.cache.from.file.ms,1735291322960000000,1735291383114000000,329
jps.app.storage.content.reader.load.component.ms,1735291322960000000,1735291383114000000,14
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1735291322960000000,1735291383114000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1735291322960000000,1735291383114000000,792
jps.artifact.entities.serializer.save.entities.ms,1735291322960000000,1735291383114000000,0
jps.reload.project.entities.ms,1735291322960000000,1735291383114000000,0
cacheStateStorage.set.counter,1735291322960000000,1735291383114000000,4
cacheStateStorage.get.duration,1735291322960000000,1735291383114000000,137
cacheStateStorage.get.counter,1735291322960000000,1735291383114000000,87
cacheStateStorage.set.duration,1735291322960000000,1735291383114000000,49
AWTEventQueue.dispatchTimeAvgNs,1735291322960000000,1735291383114000000,193024.0
AWTEventQueue.dispatchTime90PNs,1735291322960000000,1735291383114000000,193535
NonBlockingReadAction.failedExecutionTimeUs,1735291322960000000,1735291383114000000,0
FlushQueue.executionTimeMaxNs,1735291322960000000,1735291383114000000,0
FlushQueue.queueSizeAvg,1735291322960000000,1735291383114000000,0.0
FlushQueue.waitingTime90PNs,1735291322960000000,1735291383114000000,0
NonBlockingReadAction.finalizedExecutionsCount,1735291322960000000,1735291383114000000,12
AWTEventQueue.dispatchTimeTotalNS,1735291322960000000,1735291383114000000,6764821390
FlushQueue.executionTimeAvgNs,1735291322960000000,1735291383114000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1735291322960000000,1735291383114000000,140375
NonBlockingReadAction.failedExecutionsCount,1735291322960000000,1735291383114000000,0
WriteAction.executionsCount,1735291322960000000,1735291383114000000,9
FlushQueue.waitingTimeAvgNs,1735291322960000000,1735291383114000000,0.0
ReadAction.executionsCount,1735291322960000000,1735291383114000000,17658
FlushQueue.queueSizeMax,1735291322960000000,1735291383114000000,0
AWTEventQueue.eventsDispatched,1735291322960000000,1735291383114000000,1
FlushQueue.queueSize90P,1735291322960000000,1735291383114000000,0
FlushQueue.waitingTimeMaxNs,1735291322960000000,1735291383114000000,0
FlushQueue.executionTime90PNs,1735291322960000000,1735291383114000000,0
FlushQueue.tasksExecuted,1735291322960000000,1735291383114000000,0
AWTEventQueue.dispatchTimeMaxNs,1735291322960000000,1735291383114000000,193535
VFS.fileByIdCache.hits,1735291322960000000,1735291383114000000,1
VFS.contentStorage.recordsDeduplicated,1735291322960000000,1735291383114000000,0
FileNameCache.queries,1735291322960000000,1735291383114000000,100672
VFS.fileByIdCache.misses,1735291322960000000,1735291383114000000,12
VFS.contentStorage.recordsReadDecompressed,1735291322960000000,1735291383114000000,0
FileNameCache.totalMisses,1735291322960000000,1735291383114000000,3648
VFS.contentStorage.recordsStoredCompressed,1735291322960000000,1735291383114000000,0
VFS.contentStorage.recordsRead,1735291322960000000,1735291383114000000,0
VFS.contentStorage.recordsStored,1735291322960000000,1735291383114000000,0
VFS.contentStorage.recordsStoredSize,1735291322960000000,1735291383114000000,0
VFS.fileChildByName,1735291322960000000,1735291383114000000,11899
VFS.contentStorage.recordsDecompressionTimeUs,1735291322960000000,1735291383114000000,0
VFS.contentStorage.recordsUncompressedSize,1735291322960000000,1735291383114000000,0
VFS.invertedFileNameIndex.requests,1735291322960000000,1735291383114000000,0
VFS.contentStorage.recordsReadSize,1735291322960000000,1735291383114000000,0
