# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.loading.from.cache.ms,1734593797990000000,1734593857998000000,258
workspaceModel.cachedValue.clear.count,1734593797990000000,1734593857998000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1734593797990000000,1734593857998000000,193
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1734593797990000000,1734593857998000000,0
workspaceModel.cachedValue.total.get.count,1734593797990000000,1734593857998000000,5870
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1734593797990000000,1734593857998000000,6
workspaceModel.update.unloaded.entities.ms,1734593797990000000,1734593857998000000,0
workspaceModel.cachedValue.from.cache.count,1734593797990000000,1734593857998000000,5862
workspaceModel.workspaceFileIndexData.processFileSets.ms,1734593797990000000,1734593857998000000,0
workspaceModel.to.snapshot.ms,1734593797990000000,1734593857998000000,1
workspaceModel.cachedValueWithParameters.total.get.count,1734593797990000000,1734593857998000000,0
workspaceModel.init.bridges.ms,1734593797990000000,1734593857998000000,3
workspaceModel.updates.ms,1734593797990000000,1734593857998000000,70
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1734593797990000000,1734593857998000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1734593797990000000,1734593857998000000,2392
workspaceModel.collect.changes.ms,1734593797990000000,1734593857998000000,0
workspaceModel.loading.total.ms,1734593797990000000,1734593857998000000,272
workspaceModel.updates.precise.ms,1734593797990000000,1734593857998000000,18
workspaceModel.cachedValueWithParameters.from.cache.count,1734593797990000000,1734593857998000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1734593797990000000,1734593857998000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1734593797990000000,1734593857998000000,1
workspaceModel.workspaceFileIndexData.getPackageName.ms,1734593797990000000,1734593857998000000,0
workspaceModel.initializing.ms,1734593797990000000,1734593857998000000,3
workspaceModel.cachedValueWithParameters.clear.count,1734593797990000000,1734593857998000000,0
workspaceModel.updates.count,1734593797990000000,1734593857998000000,3
workspaceModel.full.replace.project.model.ms,1734593797990000000,1734593857998000000,5
workspaceModel.workspaceFileIndexData.instances.count,1734593797990000000,1734593857998000000,1
workspaceModel.on.changed.ms,1734593797990000000,1734593857998000000,11
workspaceModel.check.recursive.update.ms,1734593797990000000,1734593857998000000,2
workspaceModel.entityStorageSnapshotImpl.instances.count,1734593797990000000,1734593857998000000,19
workspaceModel.replace.project.model.ms,1734593797990000000,1734593857998000000,0
workspaceModel.pre.handlers.ms,1734593797990000000,1734593857998000000,1
workspaceModel.cachedValueWithParameters.calculated.count,1734593797990000000,1734593857998000000,0
workspaceModel.cachedValue.calculated.count,1734593797990000000,1734593857998000000,8
workspaceModel.workspaceFileIndexData.init.ms,1734593797990000000,1734593857998000000,114
workspaceModel.on.before.changed.ms,1734593797990000000,1734593857998000000,35
Indexes.allKeys.lookupDurationAvgMs,1734593797990000000,1734593857998000000,0.0
Indexes.stubs.lookups,1734593797990000000,1734593857998000000,0
IndexesFlusher.totalContentionQuotaSpent,1734593797990000000,1734593857998000000,0
Indexes.entries.lookupDurationMaxMs,1734593797990000000,1734593857998000000,48.0
IndexesFlusher.totalFlushes,1734593797990000000,1734593857998000000,59
Indexes.stubs.lookupDurationAvgMs,1734593797990000000,1734593857998000000,0.0
Indexes.stubs.lookupDuration90PMs,1734593797990000000,1734593857998000000,0.0
Indexes.entries.lookups,1734593797990000000,1734593857998000000,21
Indexes.stubs.lookupDurationMaxMs,1734593797990000000,1734593857998000000,0.0
Indexes.entries.lookupDuration90PMs,1734593797990000000,1734593857998000000,14.0
Indexes.allKeys.lookupDurationMaxMs,1734593797990000000,1734593857998000000,0.0
Indexes.allKeys.lookupDuration90PMs,1734593797990000000,1734593857998000000,0.0
IndexesFlusher.totalFlushesRetried,1734593797990000000,1734593857998000000,0
IndexesFlusher.totalFlushingTimeUs,1734593797990000000,1734593857998000000,175770
Indexes.allKeys.lookups,1734593797990000000,1734593857998000000,0
Indexes.entries.lookupDurationAvgMs,1734593797990000000,1734593857998000000,6.238095238095238
JVM.GC.collectionTimesMs,1734593797990000000,1734593857998000000,567
JVM.GC.collections,1734593797990000000,1734593857998000000,48
JVM.threadCount,1734593797990000000,1734593857998000000,128
JVM.maxThreadCount,1734593797990000000,1734593857998000000,131
JVM.usedHeapBytes,1734593797990000000,1734593857998000000,601358336
JVM.newThreadsCount,1734593797990000000,1734593857998000000,159
JVM.totalTimeAtSafepointsMs,1734593797990000000,1734593857998000000,606
JVM.totalCpuTimeMs,1734593797990000000,1734593857998000000,80870
JVM.totalDirectByteBuffersBytes,1734593797990000000,1734593857998000000,139970355
JVM.maxHeapBytes,1734593797990000000,1734593857998000000,2147483648
JVM.usedNativeBytes,1734593797990000000,1734593857998000000,328879288
JVM.totalTimeToSafepointsMs,1734593797990000000,1734593857998000000,85
JVM.totalSafepointCount,1734593797990000000,1734593857998000000,243
JVM.totalBytesAllocated,1734593797990000000,1734593857998000000,3131067448
OS.loadAverage,1734593797990000000,1734593857998000000,0.869140625
cacheStateStorage.get.duration,1734593797990000000,1734593857998000000,144
cacheStateStorage.get.counter,1734593797990000000,1734593857998000000,38
cacheStateStorage.set.duration,1734593797990000000,1734593857998000000,81
cacheStateStorage.set.counter,1734593797990000000,1734593857998000000,4
VFS.fileChildByName,1734593797990000000,1734593857998000000,57609
VFS.contentStorage.recordsDecompressionTimeUs,1734593797990000000,1734593857998000000,11742
VFS.contentStorage.recordsReadSize,1734593797990000000,1734593857998000000,832726
VFS.contentStorage.recordsStoredSize,1734593797990000000,1734593857998000000,0
FileNameCache.totalMisses,1734593797990000000,1734593857998000000,2048
VFS.contentStorage.recordsDeduplicated,1734593797990000000,1734593857998000000,0
VFS.fileByIdCache.misses,1734593797990000000,1734593857998000000,42
VFS.contentStorage.recordsStoredCompressed,1734593797990000000,1734593857998000000,0
FileNameCache.queries,1734593797990000000,1734593857998000000,105920
VFS.contentStorage.recordsRead,1734593797990000000,1734593857998000000,46
VFS.contentStorage.recordsReadDecompressed,1734593797990000000,1734593857998000000,22
VFS.invertedFileNameIndex.requests,1734593797990000000,1734593857998000000,0
VFS.fileByIdCache.hits,1734593797990000000,1734593857998000000,0
VFS.contentStorage.recordsStored,1734593797990000000,1734593857998000000,0
VFS.contentStorage.recordsUncompressedSize,1734593797990000000,1734593857998000000,0
lexer.Python.time.ns,1734593797990000000,1734593857998000000,152698350
writeAction.median.wait.ms,1734593797990000000,1734593857998000000,0
parser.Python.size.bytes,1734593797990000000,1734593857998000000,72983
lexer.HTML.size.bytes,1734593797990000000,1734593857998000000,0
writeAction.max.wait.ms,1734593797990000000,1734593857998000000,203
lexer.Python.size.bytes,1734593797990000000,1734593857998000000,72983
lexer.Markdown.size.bytes,1734593797990000000,1734593857998000000,13072
parser.Markdown.size.bytes,1734593797990000000,1734593857998000000,13072
parser.HTML.size.bytes,1734593797990000000,1734593857998000000,0
lexer.Markdown.time.ns,1734593797990000000,1734593857998000000,86141252
lexer.HTML.time.ns,1734593797990000000,1734593857998000000,531635
writeAction.wait.ms,1734593797990000000,1734593857998000000,220
