# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.housekeeperTurnsDone,1734600144474000000,1734600204501000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1734600144474000000,1734600204501000000,0
DirectByteBufferAllocator.misses,1734600144474000000,1734600204501000000,154
FilePageCacheLockFree.totalHeapBytesAllocated,1734600144474000000,1734600204501000000,0
FilePageCache.totalPageDisposalsUs,1734600144474000000,1734600204501000000,1004
MappedFileStorage.storages,1734600144474000000,1734600204501000000,16
FilePageCacheLockFree.totalPagesReadMs,1734600144474000000,1734600204501000000,0
FilePageCache.maxRegisteredFiles,1734600144474000000,1734600204501000000,259
FilePageCache.pageLoads,1734600144474000000,1734600204501000000,157
DirectByteBufferAllocator.hits,1734600144474000000,1734600204501000000,3
FilePageCacheLockFree.totalPagesWritten,1734600144474000000,1734600204501000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1734600144474000000,1734600204501000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1734600144474000000,1734600204501000000,0
FilePageCache.pageHits,1734600144474000000,1734600204501000000,121
StorageLockContext.competingThreads.max,1734600144474000000,1734600204501000000,0
StreamlinedBlobStorage.recordsDeleted,1734600144474000000,1734600204501000000,2
FilePageCacheLockFree.heapBytesInUse,1734600144474000000,1734600204501000000,0
FilePageCache.disposedBuffers,1734600144474000000,1734600204501000000,3
FilePageCacheLockFree.totalPagesRequested,1734600144474000000,1734600204501000000,0
FilePageCache.capacityInBytes,1734600144474000000,1734600204501000000,503316478
FilePageCache.totalPageLoadsUs,1734600144474000000,1734600204501000000,361249
DirectByteBufferAllocator.disposed,1734600144474000000,1734600204501000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1734600144474000000,1734600204501000000,783878
MappedFileStorage.totalBytesMapped,1734600144474000000,1734600204501000000,202637312
FilePageCacheLockFree.totalPagesAllocated,1734600144474000000,1734600204501000000,0
MappedFileStorage.totalPagesMapped,1734600144474000000,1734600204501000000,16
FilePageCacheLockFree.totalNativeBytesReclaimed,1734600144474000000,1734600204501000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1734600144474000000,1734600204501000000,0
DirectByteBufferAllocator.reclaimed,1734600144474000000,1734600204501000000,3
FilePageCacheLockFree.nativeBytesInUse,1734600144474000000,1734600204501000000,0
StorageLockContext.competingThreads.90P,1734600144474000000,1734600204501000000,0
StreamlinedBlobStorage.recordsRelocated,1734600144474000000,1734600204501000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1734600144474000000,1734600204501000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1734600144474000000,1734600204501000000,0
StreamlinedBlobStorage.recordsAllocated,1734600144474000000,1734600204501000000,11142
FilePageCache.maxCacheSizeInBytes,1734600144474000000,1734600204501000000,156278784
FilePageCacheLockFree.totalPagesReclaimed,1734600144474000000,1734600204501000000,0
FilePageCache.pageFastCacheHits,1734600144474000000,1734600204501000000,6945
FilePageCache.uncachedFileAccess,1734600144474000000,1734600204501000000,116
FilePageCacheLockFree.housekeeperTurnsSkipped,1734600144474000000,1734600204501000000,0
FilePageCacheLockFree.totalBytesWritten,1734600144474000000,1734600204501000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1734600144474000000,1734600204501000000,355940
FilePageCacheLockFree.totalBytesRead,1734600144474000000,1734600204501000000,0
FilePageCacheLockFree.totalBytesRequested,1734600144474000000,1734600204501000000,0
StorageLockContext.competingThreads.avg,1734600144474000000,1734600204501000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1734600144474000000,1734600204501000000,156278784
FilePageCacheLockFree.totalPagesHandedOver,1734600144474000000,1734600204501000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1734600144474000000,1734600204501000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1734600144474000000,1734600204501000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1734600144474000000,1734600204501000000,24811
FilePageCacheLockFree.housekeeperTimeSpentMs,1734600144474000000,1734600204501000000,0
FilePageCacheLockFree.totalPagesWriteMs,1734600144474000000,1734600204501000000,0
workspaceModel.global.apply.state.to.project.ms,1734600144474000000,1734600204501000000,60
workspaceModel.global.updates.count,1734600144474000000,1734600204501000000,1
workspaceModel.global.updates.ms,1734600144474000000,1734600204501000000,12
workspaceModel.do.save.caches.ms,1734600144474000000,1734600204501000000,92
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1734600144474000000,1734600204501000000,1
workspaceModel.moduleManagerBridge.build.module.graph.ms,1734600144474000000,1734600204501000000,3
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1734600144474000000,1734600204501000000,0
workspaceModel.moduleBridge.before.changed.ms,1734600144474000000,1734600204501000000,0
jps.facet.change.listener.init.bridge.ms,1734600144474000000,1734600204501000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1734600144474000000,1734600204501000000,0
jps.global.initialize.library.bridges.ms,1734600144474000000,1734600204501000000,0
jps.global.get.library.ms,1734600144474000000,1734600204501000000,0
workspaceModel.save.cache.to.file.ms,1734600144474000000,1734600204501000000,99
jps.load.project.to.empty.storage.ms,1734600144474000000,1734600204501000000,125
jps.load.initial.state.ms,1734600144474000000,1734600204501000000,106
workspaceModel.load.cache.from.file.ms,1734600144474000000,1734600204501000000,296
jps.global.handle.changed.events.ms,1734600144474000000,1734600204501000000,0
workspaceModel.orphan.listener.update.ms,1734600144474000000,1734600204501000000,3
workspaceModel.mutableEntityStorage.modify.entity.ms,1734600144474000000,1734600204501000000,6
jps.project.serializers.save.ms,1734600144474000000,1734600204501000000,0
workspaceModel.mutableEntityStorage.entities.ms,1734600144474000000,1734600204501000000,0
workspaceModel.load.cache.metadata.from.file.ms,1734600144474000000,1734600204501000000,34
workspaceModel.moduleManagerBridge.load.all.modules.ms,1734600144474000000,1734600204501000000,56
workspaceModel.mutableEntityStorage.collect.changes.ms,1734600144474000000,1734600204501000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1734600144474000000,1734600204501000000,22
workspaceModel.mutableEntityStorage.add.entity.ms,1734600144474000000,1734600204501000000,85
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1734600144474000000,1734600204501000000,14
