# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
cacheStateStorage.get.duration,1744885794833000000,1744885854942000000,629
cacheStateStorage.set.duration,1744885794833000000,1744885854942000000,50
cacheStateStorage.get.counter,1744885794833000000,1744885854942000000,70
cacheStateStorage.set.counter,1744885794833000000,1744885854942000000,4
FlushQueue.executionTimeMaxNs,1744885794833000000,1744885854942000000,90111
FlushQueue.waitingTime90PNs,1744885794833000000,1744885854942000000,215039
NonBlockingReadAction.failedExecutionsCount,1744885794833000000,1744885854942000000,1
NonBlockingReadAction.finalizedExecutionsCount,1744885794833000000,1744885854942000000,99
WriteAction.executionsCount,1744885794833000000,1744885854942000000,16
ReadAction.executionsCount,1744885794833000000,1744885854942000000,88610
FlushQueue.executionTimeAvgNs,1744885794833000000,1744885854942000000,80640.0
FlushQueue.waitingTimeAvgNs,1744885794833000000,1744885854942000000,207360.0
NonBlockingReadAction.failedExecutionTimeUs,1744885794833000000,1744885854942000000,3146
FlushQueue.tasksExecuted,1744885794833000000,1744885854942000000,2
AWTEventQueue.dispatchTimeAvgNs,1744885794833000000,1744885854942000000,331360.0
AWTEventQueue.dispatchTimeTotalNS,1744885794833000000,1744885854942000000,10671291743
FlushQueue.executionTime90PNs,1744885794833000000,1744885854942000000,90111
AWTEventQueue.eventsDispatched,1744885794833000000,1744885854942000000,24
FlushQueue.queueSize90P,1744885794833000000,1744885854942000000,0
FlushQueue.queueSizeAvg,1744885794833000000,1744885854942000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1744885794833000000,1744885854942000000,684031
AWTEventQueue.dispatchTime90PNs,1744885794833000000,1744885854942000000,618495
FlushQueue.queueSizeMax,1744885794833000000,1744885854942000000,0
FlushQueue.waitingTimeMaxNs,1744885794833000000,1744885854942000000,215039
NonBlockingReadAction.finalizedExecutionTimeUs,1744885794833000000,1744885854942000000,834035
VFS.contentStorage.recordsStoredSize,1744885794833000000,1744885854942000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1744885794833000000,1744885854942000000,4181
VFS.invertedFileNameIndex.requests,1744885794833000000,1744885854942000000,0
VFS.contentStorage.recordsDeduplicated,1744885794833000000,1744885854942000000,0
VFS.contentStorage.recordsStoredCompressed,1744885794833000000,1744885854942000000,0
FileNameCache.totalMisses,1744885794833000000,1744885854942000000,3776
VFS.contentStorage.recordsRead,1744885794833000000,1744885854942000000,51
VFS.contentStorage.recordsStored,1744885794833000000,1744885854942000000,0
VFS.contentStorage.recordsReadDecompressed,1744885794833000000,1744885854942000000,10
VFS.fileByIdCache.hits,1744885794833000000,1744885854942000000,0
FileNameCache.queries,1744885794833000000,1744885854942000000,169792
VFS.contentStorage.recordsReadSize,1744885794833000000,1744885854942000000,360613
VFS.fileByIdCache.misses,1744885794833000000,1744885854942000000,4239
VFS.contentStorage.recordsUncompressedSize,1744885794833000000,1744885854942000000,0
VFS.fileChildByName,1744885794833000000,1744885854942000000,84805
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1744885794833000000,1744885854942000000,0
workspaceModel.collect.changes.ms,1744885794833000000,1744885854942000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1744885794833000000,1744885854942000000,19
workspaceModel.updates.precise.ms,1744885794833000000,1744885854942000000,14
workspaceModel.initializing.ms,1744885794833000000,1744885854942000000,2
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1744885794833000000,1744885854942000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1744885794833000000,1744885854942000000,151
workspaceModel.on.changed.ms,1744885794833000000,1744885854942000000,10
workspaceModel.cachedValueWithParameters.total.get.count,1744885794833000000,1744885854942000000,0
workspaceModel.cachedValue.from.cache.count,1744885794833000000,1744885854942000000,6078
workspaceModel.updates.count,1744885794833000000,1744885854942000000,3
workspaceModel.cachedValue.clear.count,1744885794833000000,1744885854942000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1744885794833000000,1744885854942000000,0
workspaceModel.to.snapshot.ms,1744885794833000000,1744885854942000000,1
workspaceModel.workspaceFileIndexData.processFileSets.ms,1744885794833000000,1744885854942000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1744885794833000000,1744885854942000000,1397
workspaceModel.pre.handlers.ms,1744885794833000000,1744885854942000000,1
workspaceModel.replace.project.model.ms,1744885794833000000,1744885854942000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1744885794833000000,1744885854942000000,0
workspaceModel.init.bridges.ms,1744885794833000000,1744885854942000000,2
workspaceModel.updates.ms,1744885794833000000,1744885854942000000,53
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1744885794833000000,1744885854942000000,0
workspaceModel.full.replace.project.model.ms,1744885794833000000,1744885854942000000,6
workspaceModel.on.before.changed.ms,1744885794833000000,1744885854942000000,24
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1744885794833000000,1744885854942000000,0
workspaceModel.update.unloaded.entities.ms,1744885794833000000,1744885854942000000,0
workspaceModel.loading.from.cache.ms,1744885794833000000,1744885854942000000,221
workspaceModel.cachedValue.calculated.count,1744885794833000000,1744885854942000000,11
workspaceModel.workspaceFileIndexData.getPackageName.ms,1744885794833000000,1744885854942000000,0
workspaceModel.cachedValue.total.get.count,1744885794833000000,1744885854942000000,6089
workspaceModel.check.recursive.update.ms,1744885794833000000,1744885854942000000,0
workspaceModel.loading.total.ms,1744885794833000000,1744885854942000000,232
workspaceModel.workspaceFileIndexData.instances.count,1744885794833000000,1744885854942000000,1
workspaceModel.cachedValueWithParameters.clear.count,1744885794833000000,1744885854942000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1744885794833000000,1744885854942000000,0
workspaceModel.workspaceFileIndexData.init.ms,1744885794833000000,1744885854942000000,116
jps.global.handle.changed.events.ms,1744885794833000000,1744885854942000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1744885794833000000,1744885854942000000,51
jps.global.initialize.library.bridges.ms,1744885794833000000,1744885854942000000,0
jps.module.iml.entities.serializer.save.entities.ms,1744885794833000000,1744885854942000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1744885794833000000,1744885854942000000,0
jps.project.serializers.save.ms,1744885794833000000,1744885854942000000,1
workspaceModel.save.cache.to.file.ms,1744885794833000000,1744885854942000000,105
