# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DirectByteBufferAllocator.disposed,1745291453647000000,1745291513888000000,0
StreamlinedBlobStorage.recordsAllocated,1745291453647000000,1745291513888000000,31692
StreamlinedBlobStorage.recordsDeleted,1745291453647000000,1745291513888000000,10
FilePageCacheLockFree.housekeeperTimeSpentMs,1745291453647000000,1745291513888000000,0
FilePageCacheLockFree.totalPagesRequested,1745291453647000000,1745291513888000000,0
StorageLockContext.competingThreads.max,1745291453647000000,1745291513888000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1745291453647000000,1745291513888000000,0
StorageLockContext.competingThreads.90P,1745291453647000000,1745291513888000000,0
FilePageCacheLockFree.totalPagesHandedOver,1745291453647000000,1745291513888000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1745291453647000000,1745291513888000000,0
FilePageCacheLockFree.heapBytesInUse,1745291453647000000,1745291513888000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1745291453647000000,1745291513888000000,832679
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1745291453647000000,1745291513888000000,137461760
FilePageCacheLockFree.totalPagesWritten,1745291453647000000,1745291513888000000,0
FilePageCache.capacityInBytes,1745291453647000000,1745291513888000000,503316478
FilePageCacheLockFree.totalNativeBytesAllocated,1745291453647000000,1745291513888000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1745291453647000000,1745291513888000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1745291453647000000,1745291513888000000,0
MappedFileStorage.totalBytesMapped,1745291453647000000,1745291513888000000,177471488
FilePageCacheLockFree.totalPagesRequestsMs,1745291453647000000,1745291513888000000,0
FilePageCacheLockFree.totalBytesWritten,1745291453647000000,1745291513888000000,0
FilePageCache.totalPageDisposalsUs,1745291453647000000,1745291513888000000,2375
DirectByteBufferAllocator.hits,1745291453647000000,1745291513888000000,3
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1745291453647000000,1745291513888000000,2225896
DirectByteBufferAllocator.reclaimed,1745291453647000000,1745291513888000000,3
MappedFileStorage.totalPagesMapped,1745291453647000000,1745291513888000000,10
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1745291453647000000,1745291513888000000,0
FilePageCache.maxRegisteredFiles,1745291453647000000,1745291513888000000,261
FilePageCache.maxCacheSizeInBytes,1745291453647000000,1745291513888000000,137461760
FilePageCache.pageLoads,1745291453647000000,1745291513888000000,146
FilePageCacheLockFree.nativeBytesInUse,1745291453647000000,1745291513888000000,0
