# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.invertedFileNameIndex.requests,1744946050138000000,1744946110306000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1744946050138000000,1744946110306000000,11569
VFS.contentStorage.recordsUncompressedSize,1744946050138000000,1744946110306000000,0
VFS.fileChildByName,1744946050138000000,1744946110306000000,55037
FileNameCache.queries,1744946050138000000,1744946110306000000,1050240
VFS.contentStorage.recordsRead,1744946050138000000,1744946110306000000,81
VFS.contentStorage.recordsStoredCompressed,1744946050138000000,1744946110306000000,0
VFS.fileByIdCache.hits,1744946050138000000,1744946110306000000,0
VFS.contentStorage.recordsReadDecompressed,1744946050138000000,1744946110306000000,11
VFS.contentStorage.recordsReadSize,1744946050138000000,1744946110306000000,745035
VFS.contentStorage.recordsStored,1744946050138000000,1744946110306000000,0
VFS.contentStorage.recordsDeduplicated,1744946050138000000,1744946110306000000,0
FileNameCache.totalMisses,1744946050138000000,1744946110306000000,3712
VFS.fileByIdCache.misses,1744946050138000000,1744946110306000000,9557
VFS.contentStorage.recordsStoredSize,1744946050138000000,1744946110306000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1744946050138000000,1744946110306000000,2365129
DiskQueryRelay.tasksRequested,1744946050138000000,1744946110306000000,7488
parser.Python.time.ns,1744946050138000000,1744946110306000000,1602398664
parser.yaml.time.ns,1744946050138000000,1744946110306000000,38631119
parser.JSON.size.bytes,1744946050138000000,1744946110306000000,333327
parser.Python.size.bytes,1744946050138000000,1744946110306000000,1391023
lexer.yaml.time.ns,1744946050138000000,1744946110306000000,38057636
writeAction.count,1744946050138000000,1744946110306000000,225
lexer.Python.size.bytes,1744946050138000000,1744946110306000000,1391023
lexer.JSON.time.ns,1744946050138000000,1744946110306000000,20247061
writeAction.wait.ms,1744946050138000000,1744946110306000000,194
parser.yaml.size.bytes,1744946050138000000,1744946110306000000,2487
writeAction.median.wait.ms,1744946050138000000,1744946110306000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1744946050138000000,1744946110306000000,1280126
parser.JSON.time.ns,1744946050138000000,1744946110306000000,126537323
lexer.JSON.size.bytes,1744946050138000000,1744946110306000000,333327
DiskQueryRelay.tasksExecuted,1744946050138000000,1744946110306000000,7488
lexer.yaml.size.bytes,1744946050138000000,1744946110306000000,2487
writeAction.max.wait.ms,1744946050138000000,1744946110306000000,96
lexer.Python.time.ns,1744946050138000000,1744946110306000000,1180638713
cacheStateStorage.set.counter,1744946050138000000,1744946110306000000,2
cacheStateStorage.set.duration,1744946050138000000,1744946110306000000,13
cacheStateStorage.get.duration,1744946050138000000,1744946110306000000,273
cacheStateStorage.get.counter,1744946050138000000,1744946110306000000,77
workspaceModel.cachedValueWithParameters.from.cache.count,1744946050138000000,1744946110306000000,0
workspaceModel.update.unloaded.entities.ms,1744946050138000000,1744946110306000000,0
workspaceModel.cachedValueWithParameters.clear.count,1744946050138000000,1744946110306000000,0
workspaceModel.cachedValue.clear.count,1744946050138000000,1744946110306000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1744946050138000000,1744946110306000000,0
workspaceModel.cachedValue.from.cache.count,1744946050138000000,1744946110306000000,3695
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1744946050138000000,1744946110306000000,308
workspaceModel.workspaceFileIndexData.init.ms,1744946050138000000,1744946110306000000,207
workspaceModel.pre.handlers.ms,1744946050138000000,1744946110306000000,0
workspaceModel.on.before.changed.ms,1744946050138000000,1744946110306000000,35
workspaceModel.updates.precise.ms,1744946050138000000,1744946110306000000,18
workspaceModel.entityStorageSnapshotImpl.instances.count,1744946050138000000,1744946110306000000,19
workspaceModel.check.recursive.update.ms,1744946050138000000,1744946110306000000,1
workspaceModel.loading.total.ms,1744946050138000000,1744946110306000000,320
workspaceModel.initializing.ms,1744946050138000000,1744946110306000000,4
workspaceModel.cachedValue.calculated.count,1744946050138000000,1744946110306000000,11
workspaceModel.on.changed.ms,1744946050138000000,1744946110306000000,14
workspaceModel.workspaceFileIndexData.processFileSets.ms,1744946050138000000,1744946110306000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1744946050138000000,1744946110306000000,2446
workspaceModel.full.replace.project.model.ms,1744946050138000000,1744946110306000000,4
workspaceModel.cachedValueWithParameters.total.get.count,1744946050138000000,1744946110306000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1744946050138000000,1744946110306000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1744946050138000000,1744946110306000000,0
workspaceModel.replace.project.model.ms,1744946050138000000,1744946110306000000,0
