# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
parser.JSON.time.ns,1745224627888000000,1745224687933000000,396992384
parser.yaml.size.bytes,1745224627888000000,1745224687933000000,11521
writeAction.wait.ms,1745224627888000000,1745224687933000000,644
writeAction.median.wait.ms,1745224627888000000,1745224687933000000,0
writeAction.max.wait.ms,1745224627888000000,1745224687933000000,638
lexer.JSON.time.ns,1745224627888000000,1745224687933000000,40465513
writeAction.count,1745224627888000000,1745224687933000000,16
lexer.JSON.size.bytes,1745224627888000000,1745224687933000000,666763
DiskQueryRelay.taskWaitingTotalTimeUs,1745224627888000000,1745224687933000000,4389560
parser.yaml.time.ns,1745224627888000000,1745224687933000000,47759323
parser.Python.size.bytes,1745224627888000000,1745224687933000000,66737
DiskQueryRelay.tasksRequested,1745224627888000000,1745224687933000000,18392
lexer.Python.time.ns,1745224627888000000,1745224687933000000,215982131
DiskQueryRelay.tasksExecuted,1745224627888000000,1745224687933000000,18392
parser.Python.time.ns,1745224627888000000,1745224687933000000,323761698
lexer.Python.size.bytes,1745224627888000000,1745224687933000000,66737
DiskQueryRelay.taskExecutionTotalTimeUs,1745224627888000000,1745224687933000000,1846828
lexer.yaml.size.bytes,1745224627888000000,1745224687933000000,11521
lexer.yaml.time.ns,1745224627888000000,1745224687933000000,32904106
parser.JSON.size.bytes,1745224627888000000,1745224687933000000,666763
JVM.totalSafepointCount,1745224627888000000,1745224687933000000,229
JVM.GC.collections,1745224627888000000,1745224687933000000,55
JVM.totalTimeAtSafepointsMs,1745224627888000000,1745224687933000000,790
JVM.usedNativeBytes,1745224627888000000,1745224687933000000,368512520
JVM.newThreadsCount,1745224627888000000,1745224687933000000,165
JVM.threadCount,1745224627888000000,1745224687933000000,128
JVM.maxHeapBytes,1745224627888000000,1745224687933000000,2147483648
JVM.totalBytesAllocated,1745224627888000000,1745224687933000000,4177875152
JVM.usedHeapBytes,1745224627888000000,1745224687933000000,540540928
JVM.maxThreadCount,1745224627888000000,1745224687933000000,132
JVM.totalDirectByteBuffersBytes,1745224627888000000,1745224687933000000,179219974
JVM.totalCpuTimeMs,1745224627888000000,1745224687933000000,142710
JVM.totalTimeToSafepointsMs,1745224627888000000,1745224687933000000,85
OS.loadAverage,1745224627888000000,1745224687933000000,2.6875
JVM.GC.collectionTimesMs,1745224627888000000,1745224687933000000,728
cacheStateStorage.set.counter,1745224627888000000,1745224687933000000,4
cacheStateStorage.get.duration,1745224627888000000,1745224687933000000,697
cacheStateStorage.set.duration,1745224627888000000,1745224687933000000,51
cacheStateStorage.get.counter,1745224627888000000,1745224687933000000,89
Indexing.cache.totalCacheMisses,1745224627888000000,1745224687933000000,11835
Indexing.writesQueuedMax,1745224627888000000,1745224687933000000,0
Indexes.stubs.lookupDurationAvgMs,1745224627888000000,1745224687933000000,0.0
Indexes.allKeys.lookupDuration90PMs,1745224627888000000,1745224687933000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1745224627888000000,1745224687933000000,8
Indexing.writer_3.totalTimeSpentWritingMs,1745224627888000000,1745224687933000000,0
Indexing.totalTimeIndexersSleptMs,1745224627888000000,1745224687933000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1745224627888000000,1745224687933000000,7
Indexes.allKeys.lookupDurationMaxMs,1745224627888000000,1745224687933000000,0.0
Indexes.stubs.lookups,1745224627888000000,1745224687933000000,102
Indexes.entries.lookups,1745224627888000000,1745224687933000000,62
Indexing.cache.totalCacheAccesses,1745224627888000000,1745224687933000000,12173
Indexes.stubs.lookupDuration90PMs,1745224627888000000,1745224687933000000,0.0
Indexing.cache.totalCacheEvicted,1745224627888000000,1745224687933000000,11810
Indexes.stubs.lookupDurationMaxMs,1745224627888000000,1745224687933000000,0.0
Indexes.entries.lookupDurationAvgMs,1745224627888000000,1745224687933000000,0.0
IndexesFlusher.totalFlushesRetried,1745224627888000000,1745224687933000000,0
Indexes.allKeys.lookups,1745224627888000000,1745224687933000000,0
IndexesFlusher.totalContentionQuotaSpent,1745224627888000000,1745224687933000000,0
IndexesFlusher.totalFlushes,1745224627888000000,1745224687933000000,57
Indexes.entries.lookupDurationMaxMs,1745224627888000000,1745224687933000000,0.0
Indexes.entries.lookupDuration90PMs,1745224627888000000,1745224687933000000,0.0
IndexesFlusher.totalFlushingTimeUs,1745224627888000000,1745224687933000000,428923
Indexes.allKeys.lookupDurationAvgMs,1745224627888000000,1745224687933000000,0.0
Indexing.writesQueuedMin,1745224627888000000,1745224687933000000,9223372036854775807
Indexing.writer_0.totalTimeSpentWritingMs,1745224627888000000,1745224687933000000,10
VFS.fileByIdCache.hits,1745224627888000000,1745224687933000000,0
FileNameCache.totalMisses,1745224627888000000,1745224687933000000,3904
VFS.contentStorage.recordsReadDecompressed,1745224627888000000,1745224687933000000,5
VFS.fileChildByName,1745224627888000000,1745224687933000000,126439
VFS.contentStorage.recordsUncompressedSize,1745224627888000000,1745224687933000000,333451
VFS.fileByIdCache.misses,1745224627888000000,1745224687933000000,10328
VFS.contentStorage.recordsStoredSize,1745224627888000000,1745224687933000000,88235
VFS.invertedFileNameIndex.requests,1745224627888000000,1745224687933000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1745224627888000000,1745224687933000000,9053
FileNameCache.queries,1745224627888000000,1745224687933000000,376960
VFS.contentStorage.recordsDeduplicated,1745224627888000000,1745224687933000000,0
VFS.contentStorage.recordsReadSize,1745224627888000000,1745224687933000000,624215
VFS.contentStorage.recordsStoredCompressed,1745224627888000000,1745224687933000000,1
VFS.contentStorage.recordsStored,1745224627888000000,1745224687933000000,1
VFS.contentStorage.recordsRead,1745224627888000000,1745224687933000000,102
NonBlockingReadAction.failedExecutionsCount,1745224627888000000,1745224687933000000,4
AWTEventQueue.dispatchTimeTotalNS,1745224627888000000,1745224687933000000,22949292642
FlushQueue.waitingTime90PNs,1745224627888000000,1745224687933000000,0
NonBlockingReadAction.failedExecutionTimeUs,1745224627888000000,1745224687933000000,67185
NonBlockingReadAction.finalizedExecutionsCount,1745224627888000000,1745224687933000000,347
FlushQueue.tasksExecuted,1745224627888000000,1745224687933000000,0
AWTEventQueue.dispatchTimeMaxNs,1745224627888000000,1745224687933000000,962559
WriteAction.executionsCount,1745224627888000000,1745224687933000000,16
NonBlockingReadAction.finalizedExecutionTimeUs,1745224627888000000,1745224687933000000,2101169
ReadAction.executionsCount,1745224627888000000,1745224687933000000,679366
AWTEventQueue.dispatchTime90PNs,1745224627888000000,1745224687933000000,962559
FlushQueue.executionTime90PNs,1745224627888000000,1745224687933000000,0
FlushQueue.waitingTimeAvgNs,1745224627888000000,1745224687933000000,0.0
FlushQueue.queueSizeAvg,1745224627888000000,1745224687933000000,0.0
FlushQueue.queueSize90P,1745224627888000000,1745224687933000000,0
FlushQueue.waitingTimeMaxNs,1745224627888000000,1745224687933000000,0
AWTEventQueue.dispatchTimeAvgNs,1745224627888000000,1745224687933000000,960512.0
FlushQueue.executionTimeAvgNs,1745224627888000000,1745224687933000000,0.0
AWTEventQueue.eventsDispatched,1745224627888000000,1745224687933000000,1
FlushQueue.queueSizeMax,1745224627888000000,1745224687933000000,0
FlushQueue.executionTimeMaxNs,1745224627888000000,1745224687933000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1745224627888000000,1745224687933000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1745224627888000000,1745224687933000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1745224627888000000,1745224687933000000,6
workspaceModel.moduleBridgeLoader.loading.modules.ms,1745224627888000000,1745224687933000000,1151
workspaceModel.global.updates.count,1745224627888000000,1745224687933000000,1
jps.facet.change.listener.process.change.events.ms,1745224627888000000,1745224687933000000,1
workspaceModel.mutableEntityStorage.collect.changes.ms,1745224627888000000,1745224687933000000,1
jps.global.get.library.by.name.ms,1745224627888000000,1745224687933000000,0
jps.storage.jps.conf.reader.load.component.ms,1745224627888000000,1745224687933000000,12
workspaceModel.sync.entities.ms,1745224627888000000,1745224687933000000,0
workspaceModel.global.apply.state.to.project.ms,1745224627888000000,1745224687933000000,134
workspaceModel.global.updates.ms,1745224627888000000,1745224687933000000,14
jps.facet.change.listener.before.change.events.ms,1745224627888000000,1745224687933000000,0
