# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.loading.total.ms,1744565903712000000,1744565963728000000,448
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1744565903712000000,1744565963728000000,1683
workspaceModel.pre.handlers.ms,1744565903712000000,1744565963728000000,0
workspaceModel.loading.from.cache.ms,1744565903712000000,1744565963728000000,423
workspaceModel.cachedValue.total.get.count,1744565903712000000,1744565963728000000,3541
workspaceModel.cachedValueWithParameters.calculated.count,1744565903712000000,1744565963728000000,0
workspaceModel.to.snapshot.ms,1744565903712000000,1744565963728000000,2
workspaceModel.entityStorageSnapshotImpl.instances.count,1744565903712000000,1744565963728000000,19
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1744565903712000000,1744565963728000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1744565903712000000,1744565963728000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1744565903712000000,1744565963728000000,203
workspaceModel.cachedValueWithParameters.from.cache.count,1744565903712000000,1744565963728000000,0
workspaceModel.workspaceFileIndexData.init.ms,1744565903712000000,1744565963728000000,165
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1744565903712000000,1744565963728000000,0
workspaceModel.update.unloaded.entities.ms,1744565903712000000,1744565963728000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1744565903712000000,1744565963728000000,1
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1744565903712000000,1744565963728000000,0
workspaceModel.on.before.changed.ms,1744565903712000000,1744565963728000000,36
workspaceModel.cachedValue.calculated.count,1744565903712000000,1744565963728000000,12
workspaceModel.init.bridges.ms,1744565903712000000,1744565963728000000,3
workspaceModel.initializing.ms,1744565903712000000,1744565963728000000,4
workspaceModel.on.changed.ms,1744565903712000000,1744565963728000000,15
workspaceModel.cachedValueWithParameters.clear.count,1744565903712000000,1744565963728000000,0
workspaceModel.cachedValue.from.cache.count,1744565903712000000,1744565963728000000,3529
workspaceModel.workspaceFileIndexData.getPackageName.ms,1744565903712000000,1744565963728000000,0
workspaceModel.full.replace.project.model.ms,1744565903712000000,1744565963728000000,5
workspaceModel.check.recursive.update.ms,1744565903712000000,1744565963728000000,1
workspaceModel.updates.count,1744565903712000000,1744565963728000000,3
workspaceModel.updates.ms,1744565903712000000,1744565963728000000,79
workspaceModel.updates.precise.ms,1744565903712000000,1744565963728000000,18
workspaceModel.workspaceFileIndexData.instances.count,1744565903712000000,1744565963728000000,1
workspaceModel.collect.changes.ms,1744565903712000000,1744565963728000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1744565903712000000,1744565963728000000,0
workspaceModel.replace.project.model.ms,1744565903712000000,1744565963728000000,0
workspaceModel.cachedValue.clear.count,1744565903712000000,1744565963728000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1744565903712000000,1744565963728000000,0
workspaceModel.sync.entities.ms,1744565903712000000,1744565963728000000,0
jps.facet.change.listener.before.change.events.ms,1744565903712000000,1744565963728000000,0
jps.facet.change.listener.init.bridge.ms,1744565903712000000,1744565963728000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1744565903712000000,1744565963728000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1744565903712000000,1744565963728000000,0
workspaceModel.moduleBridge.before.changed.ms,1744565903712000000,1744565963728000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1744565903712000000,1744565963728000000,8
workspaceModel.moduleManagerBridge.get.modules.ms,1744565903712000000,1744565963728000000,1
workspaceModel.do.save.caches.ms,1744565903712000000,1744565963728000000,127
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1744565903712000000,1744565963728000000,1
workspaceModel.load.cache.from.file.ms,1744565903712000000,1744565963728000000,448
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1744565903712000000,1744565963728000000,0
jps.apply.loaded.storage.ms,1744565903712000000,1744565963728000000,25
workspaceModel.mutableEntityStorage.has.same.entities.ms,1744565903712000000,1744565963728000000,0
workspaceModel.mutableEntityStorage.entities.ms,1744565903712000000,1744565963728000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1744565903712000000,1744565963728000000,0
jps.load.initial.state.ms,1744565903712000000,1744565963728000000,172
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1744565903712000000,1744565963728000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1744565903712000000,1744565963728000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1744565903712000000,1744565963728000000,5
workspaceModel.moduleBridgeLoader.loading.modules.ms,1744565903712000000,1744565963728000000,994
jps.app.storage.content.reader.load.component.ms,1744565903712000000,1744565963728000000,16
jps.project.serializers.load.ms,1744565903712000000,1744565963728000000,66
workspaceModel.moduleManagerBridge.build.module.graph.ms,1744565903712000000,1744565963728000000,2
