# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
WriteAction.executionsCount,1745509947920000000,1745510007942000000,18
AWTEventQueue.eventsDispatched,1745509947920000000,1745510007942000000,2617
NonBlockingReadAction.failedExecutionTimeUs,1745509947920000000,1745510007942000000,103355
ReadAction.executionsCount,1745509947920000000,1745510007942000000,235585
AWTEventQueue.dispatchTime90PNs,1745509947920000000,1745510007942000000,12386303
FlushQueue.queueSizeAvg,1745509947920000000,1745510007942000000,33.49302949061662
NonBlockingReadAction.failedExecutionsCount,1745509947920000000,1745510007942000000,1
FlushQueue.executionTime90PNs,1745509947920000000,1745510007942000000,1236991
FlushQueue.waitingTime90PNs,1745509947920000000,1745510007942000000,675282943
FlushQueue.waitingTimeAvgNs,1745509947920000000,1745510007942000000,1.742409761394102E8
FlushQueue.queueSize90P,1745509947920000000,1745510007942000000,118
AWTEventQueue.dispatchTimeMaxNs,1745509947920000000,1745510007942000000,817889279
NonBlockingReadAction.finalizedExecutionTimeUs,1745509947920000000,1745510007942000000,1928373
AWTEventQueue.dispatchTimeAvgNs,1745509947920000000,1745510007942000000,5706099.686664119
FlushQueue.tasksExecuted,1745509947920000000,1745510007942000000,3730
NonBlockingReadAction.finalizedExecutionsCount,1745509947920000000,1745510007942000000,116
FlushQueue.executionTimeAvgNs,1745509947920000000,1745510007942000000,1747885.5731903485
FlushQueue.waitingTimeMaxNs,1745509947920000000,1745510007942000000,1484783615
AWTEventQueue.dispatchTimeTotalNS,1745509947920000000,1745510007942000000,14932850381
FlushQueue.queueSizeMax,1745509947920000000,1745510007942000000,161
FlushQueue.executionTimeMaxNs,1745509947920000000,1745510007942000000,813694975
cacheStateStorage.set.counter,1745509947920000000,1745510007942000000,2
cacheStateStorage.get.counter,1745509947920000000,1745510007942000000,78
cacheStateStorage.get.duration,1745509947920000000,1745510007942000000,567
cacheStateStorage.set.duration,1745509947920000000,1745510007942000000,11
MappedFileStorage.totalPagesMapped,1745509947920000000,1745510007942000000,16
FilePageCache.maxRegisteredFiles,1745509947920000000,1745510007942000000,261
FilePageCacheLockFree.housekeeperTurnsDone,1745509947920000000,1745510007942000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1745509947920000000,1745510007942000000,0
DirectByteBufferAllocator.misses,1745509947920000000,1745510007942000000,179
FilePageCacheLockFree.totalPageAllocationsWaited,1745509947920000000,1745510007942000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1745509947920000000,1745510007942000000,832680
FilePageCacheLockFree.totalHeapBytesReclaimed,1745509947920000000,1745510007942000000,0
FilePageCacheLockFree.totalPagesHandedOver,1745509947920000000,1745510007942000000,0
FilePageCacheLockFree.totalPagesAllocated,1745509947920000000,1745510007942000000,0
FilePageCache.totalPageDisposalsUs,1745509947920000000,1745510007942000000,3031
MappedFileStorage.totalBytesMapped,1745509947920000000,1745510007942000000,202637312
StorageLockContext.competingThreads.avg,1745509947920000000,1745510007942000000,0.03389830508474576
FilePageCacheLockFree.totalPagesRequestsMs,1745509947920000000,1745510007942000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1745509947920000000,1745510007942000000,0
FilePageCache.capacityInBytes,1745509947920000000,1745510007942000000,503316478
StreamlinedBlobStorage.recordsDeleted,1745509947920000000,1745510007942000000,10
StreamlinedBlobStorage.recordsRelocated,1745509947920000000,1745510007942000000,0
FilePageCacheLockFree.totalPagesRequested,1745509947920000000,1745510007942000000,0
FilePageCacheLockFree.totalPagesReadMs,1745509947920000000,1745510007942000000,0
FilePageCacheLockFree.totalBytesWritten,1745509947920000000,1745510007942000000,0
StorageLockContext.competingThreads.max,1745509947920000000,1745510007942000000,4
FilePageCache.disposedBuffers,1745509947920000000,1745510007942000000,3
StreamlinedBlobStorage.recordsAllocated,1745509947920000000,1745510007942000000,31692
FilePageCacheLockFree.housekeeperTimeSpentMs,1745509947920000000,1745510007942000000,0
FilePageCacheLockFree.totalPagesReclaimed,1745509947920000000,1745510007942000000,0
FilePageCache.pageFastCacheHits,1745509947920000000,1745510007942000000,28404
MappedFileStorage.totalTimeSpentOnMappingUs,1745509947920000000,1745510007942000000,44021
FileChannelInterruptsRetryer.totalRetriedAttempts,1745509947920000000,1745510007942000000,0
DirectByteBufferAllocator.reclaimed,1745509947920000000,1745510007942000000,3
FilePageCache.totalPageLoadsUs,1745509947920000000,1745510007942000000,909491
FilePageCacheLockFree.totalNativeBytesAllocated,1745509947920000000,1745510007942000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1745509947920000000,1745510007942000000,0
FilePageCacheLockFree.totalPagesWriteMs,1745509947920000000,1745510007942000000,0
FilePageCacheLockFree.totalBytesRead,1745509947920000000,1745510007942000000,0
DirectByteBufferAllocator.disposed,1745509947920000000,1745510007942000000,0
FilePageCacheLockFree.nativeBytesInUse,1745509947920000000,1745510007942000000,0
FilePageCache.pageHits,1745509947920000000,1745510007942000000,264
FilePageCacheLockFree.totalBytesRequested,1745509947920000000,1745510007942000000,0
DirectByteBufferAllocator.hits,1745509947920000000,1745510007942000000,3
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1745509947920000000,1745510007942000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1745509947920000000,1745510007942000000,0
FilePageCacheLockFree.heapBytesInUse,1745509947920000000,1745510007942000000,0
StorageLockContext.competingThreads.90P,1745509947920000000,1745510007942000000,0
FilePageCache.pageLoads,1745509947920000000,1745510007942000000,182
MappedFileStorage.storages,1745509947920000000,1745510007942000000,16
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1745509947920000000,1745510007942000000,2225896
FilePageCache.maxCacheSizeInBytes,1745509947920000000,1745510007942000000,177291264
FilePageCacheLockFree.housekeeperTurnsSkipped,1745509947920000000,1745510007942000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1745509947920000000,1745510007942000000,177291264
FilePageCacheLockFree.totalPagesWritten,1745509947920000000,1745510007942000000,0
FilePageCache.uncachedFileAccess,1745509947920000000,1745510007942000000,149
workspaceModel.load.cache.metadata.from.file.ms,1745509947920000000,1745510007942000000,44
workspaceModel.load.cache.from.file.ms,1745509947920000000,1745510007942000000,354
jps.global.handle.before.change.events.ms,1745509947920000000,1745510007942000000,0
jps.save.changed.project.entities.ms,1745509947920000000,1745510007942000000,1
workspaceModel.mutableEntityStorage.entities.ms,1745509947920000000,1745510007942000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1745509947920000000,1745510007942000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1745509947920000000,1745510007942000000,0
jps.module.iml.entities.serializer.load.entities.ms,1745509947920000000,1745510007942000000,83
jps.library.entities.serializer.save.entities.ms,1745509947920000000,1745510007942000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1745509947920000000,1745510007942000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1745509947920000000,1745510007942000000,7
workspaceModel.global.apply.state.to.project.builder.ms,1745509947920000000,1745510007942000000,20
workspaceModel.moduleBridge.before.changed.ms,1745509947920000000,1745510007942000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1745509947920000000,1745510007942000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1745509947920000000,1745510007942000000,74
workspaceModel.moduleBridge.facet.initialization.ms,1745509947920000000,1745510007942000000,0
workspaceModel.global.apply.state.to.project.ms,1745509947920000000,1745510007942000000,115
workspaceModel.mutableEntityStorage.has.same.entities.ms,1745509947920000000,1745510007942000000,0
workspaceModel.sync.entities.ms,1745509947920000000,1745510007942000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1745509947920000000,1745510007942000000,3
jps.facet.change.listener.init.bridge.ms,1745509947920000000,1745510007942000000,0
jps.app.storage.content.writer.save.component.ms,1745509947920000000,1745510007942000000,47
jps.module.iml.entities.serializer.save.entities.ms,1745509947920000000,1745510007942000000,0
jps.library.entities.serializer.load.entities.ms,1745509947920000000,1745510007942000000,0
jps.save.global.entities.ms,1745509947920000000,1745510007942000000,104
workspaceModel.moduleManagerBridge.build.module.graph.ms,1745509947920000000,1745510007942000000,3
jps.reload.project.entities.ms,1745509947920000000,1745510007942000000,0
jps.global.get.library.ms,1745509947920000000,1745510007942000000,0
jps.global.handle.changed.events.ms,1745509947920000000,1745510007942000000,0
jps.project.serializers.save.ms,1745509947920000000,1745510007942000000,1
jps.storage.jps.conf.reader.load.component.ms,1745509947920000000,1745510007942000000,12
jps.global.initialize.library.bridges.after.loading.ms,1745509947920000000,1745510007942000000,2
jps.load.project.to.empty.storage.ms,1745509947920000000,1745510007942000000,168
workspaceModel.global.updates.count,1745509947920000000,1745510007942000000,1
jps.app.storage.content.reader.load.component.ms,1745509947920000000,1745510007942000000,15
workspaceModel.moduleManagerBridge.newModule.ms,1745509947920000000,1745510007942000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1745509947920000000,1745510007942000000,5
workspaceModel.delayed.project.synchronizer.sync.ms,1745509947920000000,1745510007942000000,232
jps.global.initialize.library.bridges.ms,1745509947920000000,1745510007942000000,1
workspaceModel.orphan.listener.update.ms,1745509947920000000,1745510007942000000,4
jps.facet.change.listener.process.change.events.ms,1745509947920000000,1745510007942000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1745509947920000000,1745510007942000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1745509947920000000,1745510007942000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1745509947920000000,1745510007942000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1745509947920000000,1745510007942000000,5
jps.project.serializers.load.ms,1745509947920000000,1745510007942000000,134
