# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.totalDirectByteBuffersBytes,1745427945042000000,1745428005052000000,155496473
JVM.totalCpuTimeMs,1745427945042000000,1745428005052000000,121120
OS.loadAverage,1745427945042000000,1745428005052000000,2.32568359375
JVM.usedNativeBytes,1745427945042000000,1745428005052000000,367818424
JVM.totalSafepointCount,1745427945042000000,1745428005052000000,300
JVM.newThreadsCount,1745427945042000000,1745428005052000000,149
JVM.maxHeapBytes,1745427945042000000,1745428005052000000,2147483648
JVM.totalTimeToSafepointsMs,1745427945042000000,1745428005052000000,165
JVM.totalTimeAtSafepointsMs,1745427945042000000,1745428005052000000,1038
JVM.usedHeapBytes,1745427945042000000,1745428005052000000,636424152
JVM.maxThreadCount,1745427945042000000,1745428005052000000,124
JVM.GC.collections,1745427945042000000,1745428005052000000,45
JVM.GC.collectionTimesMs,1745427945042000000,1745428005052000000,845
JVM.threadCount,1745427945042000000,1745428005052000000,122
JVM.totalBytesAllocated,1745427945042000000,1745428005052000000,4398647632
cacheStateStorage.set.duration,1745427945042000000,1745428005052000000,104
cacheStateStorage.get.counter,1745427945042000000,1745428005052000000,81
cacheStateStorage.set.counter,1745427945042000000,1745428005052000000,4
cacheStateStorage.get.duration,1745427945042000000,1745428005052000000,667
workspaceModel.mutableEntityStorage.entities.by.source.ms,1745427945042000000,1745428005052000000,1
workspaceModel.mutableEntityStorage.add.entity.ms,1745427945042000000,1745428005052000000,468
workspaceModel.mutableEntityStorage.resolve.ms,1745427945042000000,1745428005052000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1745427945042000000,1745428005052000000,0
jps.app.storage.content.reader.load.component.ms,1745427945042000000,1745428005052000000,12
jps.global.initialize.library.bridges.ms,1745427945042000000,1745428005052000000,2
workspaceModel.moduleBridgeLoader.loading.modules.ms,1745427945042000000,1745428005052000000,722
jps.module.iml.entities.serializer.load.entities.ms,1745427945042000000,1745428005052000000,71
workspaceModel.global.updates.ms,1745427945042000000,1745428005052000000,24
jps.facet.change.listener.init.bridge.ms,1745427945042000000,1745428005052000000,0
workspaceModel.orphan.listener.update.ms,1745427945042000000,1745428005052000000,5
workspaceModel.moduleBridge.facet.initialization.ms,1745427945042000000,1745428005052000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1745427945042000000,1745428005052000000,0
jps.storage.jps.conf.reader.load.component.ms,1745427945042000000,1745428005052000000,6
jps.save.global.entities.ms,1745427945042000000,1745428005052000000,0
jps.load.initial.state.ms,1745427945042000000,1745428005052000000,114
jps.facet.change.listener.before.change.events.ms,1745427945042000000,1745428005052000000,0
jps.module.iml.entities.serializer.save.entities.ms,1745427945042000000,1745428005052000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1745427945042000000,1745428005052000000,0
jps.artifact.entities.serializer.save.entities.ms,1745427945042000000,1745428005052000000,0
jps.global.get.library.by.name.ms,1745427945042000000,1745428005052000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1745427945042000000,1745428005052000000,2
workspaceModel.global.apply.state.to.project.ms,1745427945042000000,1745428005052000000,99
jps.facet.change.listener.process.change.events.ms,1745427945042000000,1745428005052000000,0
